0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 0 18 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2 2 3 0 0 0 0 0 0 0 0 0 0 0 4 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 21
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 4 20 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 18 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2
5 5 5 6 0 0 14 15 16 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 10 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 5 6 0 0 0 0 0 0 17 0 0 0 0 4 5 5 5 10 16 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 10 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 5 6 0 0 0 0 0 14 15 16 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 14 15 15 8 5 10 19 0 0 0 0 0 0 0 1 2 5 6 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 20 0 0 0 17 0 0 0 5 5 5 6 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 9 9 9 9 9 9 9 9 9 9 9 9 9 6 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
0 0 0 0 0 0 14 15 16 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 17 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 20 20 20 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 14 15 15 16 0 0 0 0 14 15 15 15 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 20 20 20 0 0 0 0 0 0 0 0 0 0 0 20 20 20 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 18 17 0 0 0 0 0 0 0 0 0 0 0 0
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 15 15 16 0 0 0 14 15 15 15 15 16 0 0 0 0 0 0 0 0 0 19
5 5 5 6 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 2 2 2 2 2 20
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 14 2 2 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5
