0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21
0 0 0 0 0 0 0 0 0 0 17 18 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 20
0 0 0 0 0 0 0 0 0 1 2 2 2 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 4 5 5 5 20 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 16 0 4 5 5
0 0 0 0 0 0 0 0 0 4 5 5 20 0 0 0 0 0 20 17 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
19 17 17 18 0 0 0 0 0 4 5 20 0 0 0 0 14 15 15 15 15 16 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
2 2 2 2 2 0 0 0 0 4 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
20 20 20 20 20 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 15 16 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 0 0 0 0 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 8 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 14 15 15 15 15 16 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 0 0 1 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 15 16 0 0 0 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 14 2 2 5 5 6 0 0 0 0 0 0 0 0 0 14 15 15 15 16 0 0 0 0 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 4 5 5
0 0 0 0 0 0 0 0 0 4 5 5 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 19 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 16 0 0 0 12 9 9
0 0 18 0 0 0 0 0 0 4 5 0 0 0 0 0 14 15 15 15 15 16 0 0 0 0 0 0 0 0 0 0 4 5 2 2 2 3 0 0 0 0 14 15 15 15 15 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 2 16 0 0 0 4 5 19 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 5 5 5 6 0 0 0 0 4 5 2 2 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 19
5 5 5 5 6 0 0 0 0 4 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 2 2 2
